Linked article,Linked article,Day,Sales quantity,Sales value gross,Sales value net,,
381903,Milk Chocolate Digestives,07/10/2022,"77,957","42,875.33 GBP","35,729.44 GBP",,
381903,Milk Chocolate Digestives,08/10/2022,"79,690","43,829.20 GBP","36,524.33 GBP",,
381903,Milk Chocolate Digestives,09/10/2022,"57,417","31,578.60 GBP","26,315.50 GBP",,
381903,Milk Chocolate Digestives,10/10/2022,"72,291","39,759.06 GBP","33,132.55 GBP",,
381903,Milk Chocolate Digestives,11/10/2022,"56,407","31,022.45 GBP","25,852.04 GBP",,
381903,Milk Chocolate Digestives,12/10/2022,"53,964","29,680.19 GBP","24,733.49 GBP",,
381903,Milk Chocolate Digestives,13/10/2022,"57,629","31,695.75 GBP","26,413.13 GBP",,
381903,Milk Chocolate Digestives,14/10/2022,"74,895","41,191.76 GBP","34,326.47 GBP",,
381903,Milk Chocolate Digestives,15/10/2022,"74,307","40,868.02 GBP","34,056.68 GBP",,
381903,Milk Chocolate Digestives,16/10/2022,"57,883","31,835.34 GBP","26,529.45 GBP",,
381903,Milk Chocolate Digestives,17/10/2022,"74,214","40,816.94 GBP","34,014.12 GBP",,
381903,Milk Chocolate Digestives,18/10/2022,"62,366","34,300.01 GBP","28,583.34 GBP",,
381903,Milk Chocolate Digestives,19/10/2022,"60,714","33,392.09 GBP","27,826.74 GBP",,
381903,Milk Chocolate Digestives,20/10/2022,"69,712","38,341.25 GBP","31,951.04 GBP",,
381903,Milk Chocolate Digestives,21/10/2022,"84,810","46,645.19 GBP","38,870.99 GBP",,
381903,Milk Chocolate Digestives,22/10/2022,"84,240","46,331.47 GBP","38,609.56 GBP",,
381903,Milk Chocolate Digestives,23/10/2022,"57,519","31,635.10 GBP","26,362.58 GBP",,
381903,Milk Chocolate Digestives,24/10/2022,"71,774","39,474.14 GBP","32,895.12 GBP",,
381903,Milk Chocolate Digestives,25/10/2022,"63,486","34,914.63 GBP","29,095.53 GBP",,
381903,Milk Chocolate Digestives,26/10/2022,"58,831","32,355.76 GBP","26,963.13 GBP",,
381903,Milk Chocolate Digestives,27/10/2022,"66,314","36,470.47 GBP","30,392.06 GBP",,
381903,Milk Chocolate Digestives,28/10/2022,"78,367","43,100.12 GBP","35,916.77 GBP",,
381903,Milk Chocolate Digestives,29/10/2022,"74,147","40,779.47 GBP","33,982.89 GBP",,
381903,Milk Chocolate Digestives,30/10/2022,"55,405","30,470.79 GBP","25,392.33 GBP",,
381903,Milk Chocolate Digestives,31/10/2022,"64,517","35,483.10 GBP","29,569.25 GBP",,
381903,Milk Chocolate Digestives,01/11/2022,"55,381","30,458.04 GBP","25,381.70 GBP",,
381903,Milk Chocolate Digestives,02/11/2022,"53,521","29,436.06 GBP","24,530.05 GBP",,
381903,Milk Chocolate Digestives,03/11/2022,"71,562","39,357.83 GBP","32,798.19 GBP",,
381903,Milk Chocolate Digestives,04/11/2022,"81,589","44,873.17 GBP","37,394.31 GBP",,
381903,Milk Chocolate Digestives,05/11/2022,"84,397","46,418.17 GBP","38,681.81 GBP",,
381903,Milk Chocolate Digestives,06/11/2022,"58,721","32,296.32 GBP","26,913.60 GBP",,
381903,Milk Chocolate Digestives,07/11/2022,"69,019","37,960.07 GBP","31,633.39 GBP",,
381903,Milk Chocolate Digestives,08/11/2022,"55,921","30,755.78 GBP","25,629.82 GBP",,
381903,Milk Chocolate Digestives,09/11/2022,"59,608","32,783.85 GBP","27,319.88 GBP",,
381903,Milk Chocolate Digestives,10/11/2022,"65,222","35,871.27 GBP","29,892.73 GBP",,
381903,Milk Chocolate Digestives,11/11/2022,"76,626","42,142.92 GBP","35,119.10 GBP",,
381903,Milk Chocolate Digestives,12/11/2022,"67,620","37,190.88 GBP","30,992.40 GBP",,
381903,Milk Chocolate Digestives,13/11/2022,"45,938","25,265.43 GBP","21,054.53 GBP",,
381903,Milk Chocolate Digestives,14/11/2022,"62,157","34,185.59 GBP","28,487.99 GBP",,
381903,Milk Chocolate Digestives,15/11/2022,"52,489","28,868.79 GBP","24,057.32 GBP",,
381903,Milk Chocolate Digestives,16/11/2022,"54,224","29,823.19 GBP","24,852.66 GBP",,
381903,Milk Chocolate Digestives,17/11/2022,"61,729","33,950.78 GBP","28,292.32 GBP",,
381903,Milk Chocolate Digestives,18/11/2022,"87,216","47,968.77 GBP","39,973.98 GBP",,
381903,Milk Chocolate Digestives,19/11/2022,"88,887","48,887.17 GBP","40,739.31 GBP",,
381903,Milk Chocolate Digestives,20/11/2022,"64,286","35,357.27 GBP","29,464.39 GBP",,
381903,Milk Chocolate Digestives,21/11/2022,"76,400","42,019.98 GBP","35,016.65 GBP",,
381903,Milk Chocolate Digestives,22/11/2022,"70,424","38,732.78 GBP","32,277.32 GBP",,
381903,Milk Chocolate Digestives,23/11/2022,"67,438","37,090.05 GBP","30,908.37 GBP",,
381903,Milk Chocolate Digestives,24/11/2022,"77,873","42,829.40 GBP","35,691.17 GBP",,
381903,Milk Chocolate Digestives,25/11/2022,"90,213","49,616.95 GBP","41,347.46 GBP",,
381903,Milk Chocolate Digestives,26/11/2022,"93,759","51,567.03 GBP","42,972.53 GBP",,
381903,Milk Chocolate Digestives,27/11/2022,"66,177","36,397.18 GBP","30,330.98 GBP",,
381903,Milk Chocolate Digestives,28/11/2022,"80,024","44,011.48 GBP","36,676.23 GBP",,
381903,Milk Chocolate Digestives,29/11/2022,"67,254","36,989.35 GBP","30,824.46 GBP",,
381903,Milk Chocolate Digestives,30/11/2022,"66,561","36,607.77 GBP","30,506.47 GBP",,
381903,Milk Chocolate Digestives,01/12/2022,"72,261","39,743.26 GBP","33,119.38 GBP",,
381903,Milk Chocolate Digestives,02/12/2022,"81,316","44,722.04 GBP","37,268.37 GBP",,
381903,Milk Chocolate Digestives,03/12/2022,"81,627","44,894.62 GBP","37,412.18 GBP",,
381903,Milk Chocolate Digestives,04/12/2022,"62,981","34,638.78 GBP","28,865.65 GBP",,
381903,Milk Chocolate Digestives,05/12/2022,"76,486","42,066.58 GBP","35,055.48 GBP",,
381903,Milk Chocolate Digestives,06/12/2022,"63,798","35,087.29 GBP","29,239.41 GBP",,
381903,Milk Chocolate Digestives,07/12/2022,"59,002","32,451.01 GBP","27,042.51 GBP",,
381903,Milk Chocolate Digestives,08/12/2022,"74,439","40,941.40 GBP","34,117.83 GBP",,
381903,Milk Chocolate Digestives,09/12/2022,"82,155","45,184.09 GBP","37,653.41 GBP",,
381903,Milk Chocolate Digestives,10/12/2022,"84,121","46,265.45 GBP","38,554.54 GBP",,
381903,Milk Chocolate Digestives,11/12/2022,"59,115","32,512.76 GBP","27,093.97 GBP",,
381903,Milk Chocolate Digestives,12/12/2022,"66,622","36,640.82 GBP","30,534.02 GBP",,
381903,Milk Chocolate Digestives,13/12/2022,"56,040","30,822.00 GBP","25,685.00 GBP",,
381903,Milk Chocolate Digestives,14/12/2022,"45,572","25,064.13 GBP","20,886.78 GBP",,
381903,Milk Chocolate Digestives,15/12/2022,"63,332","34,831.67 GBP","29,026.39 GBP",,
381903,Milk Chocolate Digestives,16/12/2022,"74,853","41,168.76 GBP","34,307.30 GBP",,
381903,Milk Chocolate Digestives,17/12/2022,"81,348","44,740.35 GBP","37,283.63 GBP",,
381903,Milk Chocolate Digestives,18/12/2022,"55,284","30,405.69 GBP","25,338.08 GBP",,
381903,Milk Chocolate Digestives,19/12/2022,"75,938","41,765.14 GBP","34,804.28 GBP",,
381903,Milk Chocolate Digestives,20/12/2022,"68,639","37,750.58 GBP","31,458.82 GBP",,
381903,Milk Chocolate Digestives,21/12/2022,"69,912","38,450.84 GBP","32,042.37 GBP",,
381903,Milk Chocolate Digestives,22/12/2022,"78,993","43,445.98 GBP","36,204.98 GBP",,
381903,Milk Chocolate Digestives,23/12/2022,"75,012","41,255.82 GBP","34,379.85 GBP",,
381903,Milk Chocolate Digestives,24/12/2022,"33,654","18,509.36 GBP","15,424.47 GBP",,
381903,Milk Chocolate Digestives,27/12/2022,"21,709","11,941.03 GBP","9,950.86 GBP",,
381903,Milk Chocolate Digestives,28/12/2022,"28,710","16,934.37 GBP","14,111.97 GBP",,
381903,Milk Chocolate Digestives,29/12/2022,"36,554","21,565.81 GBP","17,971.51 GBP",,
381903,Milk Chocolate Digestives,30/12/2022,"47,917","28,270.73 GBP","23,558.94 GBP",,
381903,Milk Chocolate Digestives,31/12/2022,"38,738","22,855.24 GBP","19,046.03 GBP",,
381903,Milk Chocolate Digestives,02/01/2023,"42,609","25,139.05 GBP","20,949.21 GBP",,
381903,Milk Chocolate Digestives,03/01/2023,"45,586","26,895.06 GBP","22,412.55 GBP",,
381903,Milk Chocolate Digestives,04/01/2023,"42,290","24,950.63 GBP","20,792.19 GBP",,
381903,Milk Chocolate Digestives,05/01/2023,"46,085","27,189.97 GBP","22,658.31 GBP",,
381903,Milk Chocolate Digestives,06/01/2023,"58,886","34,742.11 GBP","28,951.76 GBP",,
381903,Milk Chocolate Digestives,07/01/2023,"63,106","37,231.61 GBP","31,026.34 GBP",,
381903,Milk Chocolate Digestives,08/01/2023,"44,953","26,521.46 GBP","22,101.22 GBP",,
381903,Milk Chocolate Digestives,09/01/2023,"54,912","32,393.56 GBP","26,994.63 GBP",,
381903,Milk Chocolate Digestives,10/01/2023,"46,677","27,538.68 GBP","22,948.90 GBP",,
381903,Milk Chocolate Digestives,11/01/2023,"47,406","27,969.00 GBP","23,307.50 GBP",,
381903,Milk Chocolate Digestives,12/01/2023,"55,908","32,984.40 GBP","27,487.00 GBP",,
381903,Milk Chocolate Digestives,13/01/2023,"71,998","42,477.68 GBP","35,398.07 GBP",,
381903,Milk Chocolate Digestives,14/01/2023,"75,844","44,746.50 GBP","37,288.75 GBP",,
381903,Milk Chocolate Digestives,15/01/2023,"52,405","30,918.59 GBP","25,765.49 GBP",,
381903,Milk Chocolate Digestives,16/01/2023,"63,418","37,414.82 GBP","31,179.02 GBP",,
381903,Milk Chocolate Digestives,17/01/2023,"54,001","31,860.41 GBP","26,550.34 GBP",,
381903,Milk Chocolate Digestives,18/01/2023,"51,727","30,518.57 GBP","25,432.14 GBP",,
381903,Milk Chocolate Digestives,19/01/2023,"61,918","36,531.08 GBP","30,442.57 GBP",,
381903,Milk Chocolate Digestives,20/01/2023,"81,396","48,022.71 GBP","40,018.93 GBP",,
381903,Milk Chocolate Digestives,21/01/2023,"80,320","47,388.44 GBP","39,490.37 GBP",,
381903,Milk Chocolate Digestives,22/01/2023,"55,914","32,989.08 GBP","27,490.90 GBP",,
381903,Milk Chocolate Digestives,23/01/2023,"67,814","40,009.27 GBP","33,341.06 GBP",,
381903,Milk Chocolate Digestives,24/01/2023,"56,101","33,098.96 GBP","27,582.47 GBP",,
381903,Milk Chocolate Digestives,25/01/2023,"58,280","34,384.26 GBP","28,653.55 GBP",,
381903,Milk Chocolate Digestives,26/01/2023,"68,764","40,570.22 GBP","33,808.52 GBP",,
381903,Milk Chocolate Digestives,27/01/2023,"88,126","51,992.30 GBP","43,326.92 GBP",,
381903,Milk Chocolate Digestives,28/01/2023,"83,773","49,425.29 GBP","41,187.74 GBP",,
381903,Milk Chocolate Digestives,29/01/2023,"55,056","32,482.37 GBP","27,068.64 GBP",,
381903,Milk Chocolate Digestives,30/01/2023,"74,389","43,888.59 GBP","36,573.82 GBP",,
381903,Milk Chocolate Digestives,31/01/2023,"67,786","39,992.08 GBP","33,326.73 GBP",,
381903,Milk Chocolate Digestives,01/02/2023,"63,847","37,669.37 GBP","31,391.14 GBP",,
381903,Milk Chocolate Digestives,02/02/2023,"69,029","40,726.12 GBP","33,938.43 GBP",,
381903,Milk Chocolate Digestives,03/02/2023,"88,631","52,290.28 GBP","43,575.23 GBP",,
381903,Milk Chocolate Digestives,04/02/2023,"86,022","50,752.17 GBP","42,293.47 GBP",,
381903,Milk Chocolate Digestives,05/02/2023,"60,003","35,401.29 GBP","29,501.08 GBP",,
381903,Milk Chocolate Digestives,06/02/2023,"66,350","39,144.61 GBP","32,620.51 GBP",,
381903,Milk Chocolate Digestives,07/02/2023,"56,438","33,297.64 GBP","27,748.03 GBP",,
381903,Milk Chocolate Digestives,08/02/2023,"61,292","36,161.47 GBP","30,134.56 GBP",,
381903,Milk Chocolate Digestives,09/02/2023,"73,319","43,257.67 GBP","36,048.06 GBP",,
381903,Milk Chocolate Digestives,10/02/2023,"86,325","50,930.13 GBP","42,441.77 GBP",,
381903,Milk Chocolate Digestives,11/02/2023,"79,545","46,930.35 GBP","39,108.62 GBP",,
381903,Milk Chocolate Digestives,12/02/2023,"53,915","31,808.23 GBP","26,506.86 GBP",,
381903,Milk Chocolate Digestives,13/02/2023,"77,495","45,720.34 GBP","38,100.28 GBP",,
381903,Milk Chocolate Digestives,14/02/2023,"58,291","34,391.51 GBP","28,659.59 GBP",,
381903,Milk Chocolate Digestives,15/02/2023,"60,656","35,784.50 GBP","29,820.42 GBP",,
381903,Milk Chocolate Digestives,16/02/2023,"70,386","41,525.30 GBP","34,604.42 GBP",,
381903,Milk Chocolate Digestives,17/02/2023,"85,440","50,407.52 GBP","42,006.27 GBP",,
381903,Milk Chocolate Digestives,18/02/2023,"85,342","50,350.19 GBP","41,958.49 GBP",,
381903,Milk Chocolate Digestives,19/02/2023,"58,405","34,458.29 GBP","28,715.24 GBP",,
381903,Milk Chocolate Digestives,20/02/2023,"79,780","47,069.66 GBP","39,224.72 GBP",,
381903,Milk Chocolate Digestives,21/02/2023,"65,808","38,825.62 GBP","32,354.68 GBP",,
381903,Milk Chocolate Digestives,22/02/2023,"60,747","35,839.26 GBP","29,866.05 GBP",,
381903,Milk Chocolate Digestives,23/02/2023,"67,723","39,955.25 GBP","33,296.04 GBP",,
381903,Milk Chocolate Digestives,24/02/2023,"87,867","51,840.21 GBP","43,200.18 GBP",,
381903,Milk Chocolate Digestives,25/02/2023,"87,958","51,894.38 GBP","43,245.32 GBP",,
381903,Milk Chocolate Digestives,26/02/2023,"59,124","34,882.53 GBP","29,068.78 GBP",,
381903,Milk Chocolate Digestives,27/02/2023,"75,449","44,513.80 GBP","37,094.83 GBP",,
381903,Milk Chocolate Digestives,28/02/2023,"72,613","42,841.31 GBP","35,701.09 GBP",,
381903,Milk Chocolate Digestives,01/03/2023,"63,561","37,500.00 GBP","31,250.00 GBP",,
381903,Milk Chocolate Digestives,02/03/2023,"72,085","42,529.04 GBP","35,440.87 GBP",,
381903,Milk Chocolate Digestives,03/03/2023,"88,236","52,058.22 GBP","43,381.85 GBP",,
381903,Milk Chocolate Digestives,04/03/2023,"88,547","52,242.19 GBP","43,535.16 GBP",,
381903,Milk Chocolate Digestives,05/03/2023,"61,734","36,422.25 GBP","30,351.88 GBP",,
381903,Milk Chocolate Digestives,06/03/2023,"80,273","47,359.20 GBP","39,466.00 GBP",,
381903,Milk Chocolate Digestives,07/03/2023,"66,218","39,067.54 GBP","32,556.28 GBP",,
381903,Milk Chocolate Digestives,08/03/2023,"64,614","38,120.97 GBP","31,767.47 GBP",,
381903,Milk Chocolate Digestives,09/03/2023,"69,406","40,947.89 GBP","34,123.24 GBP",,
381903,Milk Chocolate Digestives,10/03/2023,"89,320","52,696.60 GBP","43,913.83 GBP",,
381903,Milk Chocolate Digestives,11/03/2023,"91,817","54,171.25 GBP","45,142.71 GBP",,
381903,Milk Chocolate Digestives,12/03/2023,"61,915","36,528.67 GBP","30,440.56 GBP",,
381903,Milk Chocolate Digestives,13/03/2023,"77,510","45,729.88 GBP","38,108.23 GBP",,
381903,Milk Chocolate Digestives,14/03/2023,"67,185","39,637.40 GBP","33,031.17 GBP",,
381903,Milk Chocolate Digestives,15/03/2023,"64,405","37,997.48 GBP","31,664.57 GBP",,
381903,Milk Chocolate Digestives,16/03/2023,"76,075","44,883.34 GBP","37,402.78 GBP",,
381903,Milk Chocolate Digestives,17/03/2023,"91,608","54,047.15 GBP","45,039.29 GBP",,
381903,Milk Chocolate Digestives,18/03/2023,"87,438","51,587.70 GBP","42,989.75 GBP",,
381903,Milk Chocolate Digestives,19/03/2023,"46,941","27,693.12 GBP","23,077.60 GBP",,
381903,Milk Chocolate Digestives,20/03/2023,"77,320","45,617.12 GBP","38,014.27 GBP",,
381903,Milk Chocolate Digestives,21/03/2023,"68,737","40,553.81 GBP","33,794.84 GBP",,
381903,Milk Chocolate Digestives,22/03/2023,"63,383","37,394.14 GBP","31,161.78 GBP",,
381903,Milk Chocolate Digestives,23/03/2023,"70,930","41,847.32 GBP","34,872.77 GBP",,
381903,Milk Chocolate Digestives,24/03/2023,"94,623","55,825.50 GBP","46,521.25 GBP",,
381903,Milk Chocolate Digestives,25/03/2023,"88,568","52,253.80 GBP","43,544.83 GBP",,
381903,Milk Chocolate Digestives,26/03/2023,"57,901","34,161.05 GBP","28,467.54 GBP",,
381903,Milk Chocolate Digestives,27/03/2023,"75,826","44,736.17 GBP","37,280.14 GBP",,
381903,Milk Chocolate Digestives,28/03/2023,"72,241","42,621.83 GBP","35,518.19 GBP",,
381903,Milk Chocolate Digestives,29/03/2023,"62,897","37,108.33 GBP","30,923.61 GBP",,
381903,Milk Chocolate Digestives,30/03/2023,"75,556","44,577.20 GBP","37,147.67 GBP",,
381903,Milk Chocolate Digestives,31/03/2023,"92,015","54,279.53 GBP","45,232.94 GBP",,
381903,Milk Chocolate Digestives,01/04/2023,"95,387","56,276.68 GBP","46,897.23 GBP",,
381903,Milk Chocolate Digestives,02/04/2023,"59,493","35,100.14 GBP","29,250.12 GBP",,
381903,Milk Chocolate Digestives,03/04/2023,"79,491","46,898.70 GBP","39,082.25 GBP",,
381903,Milk Chocolate Digestives,04/04/2023,"65,975","38,925.27 GBP","32,437.72 GBP",,
381903,Milk Chocolate Digestives,05/04/2023,"71,194","46,273.08 GBP","38,560.90 GBP",,
381903,Milk Chocolate Digestives,06/04/2023,"88,412","57,466.70 GBP","47,888.92 GBP",,
381903,Milk Chocolate Digestives,07/04/2023,"75,977","49,381.90 GBP","41,151.58 GBP",,
381903,Milk Chocolate Digestives,08/04/2023,"75,160","48,850.94 GBP","40,709.12 GBP",,
381903,Milk Chocolate Digestives,09/04/2023,"2,920","1,898.00 GBP","1,581.67 GBP",,
381903,Milk Chocolate Digestives,10/04/2023,"58,738","38,178.09 GBP","31,815.08 GBP",,
381903,Milk Chocolate Digestives,11/04/2023,"66,171","43,009.81 GBP","35,841.51 GBP",,
381903,Milk Chocolate Digestives,12/04/2023,"57,681","37,492.31 GBP","31,243.59 GBP",,
381903,Milk Chocolate Digestives,13/04/2023,"61,900","40,231.47 GBP","33,526.23 GBP",,
381903,Milk Chocolate Digestives,14/04/2023,"76,042","49,424.48 GBP","41,187.07 GBP",,
381903,Milk Chocolate Digestives,15/04/2023,"74,746","48,583.25 GBP","40,486.04 GBP",,
381903,Milk Chocolate Digestives,16/04/2023,"53,209","34,585.08 GBP","28,820.90 GBP",,
381903,Milk Chocolate Digestives,17/04/2023,"68,516","44,533.02 GBP","37,110.85 GBP",,
381903,Milk Chocolate Digestives,18/04/2023,"55,623","36,152.28 GBP","30,126.90 GBP",,
381903,Milk Chocolate Digestives,19/04/2023,"51,450","33,441.00 GBP","27,867.50 GBP",,
381903,Milk Chocolate Digestives,20/04/2023,"60,972","39,630.97 GBP","33,025.81 GBP",,
381903,Milk Chocolate Digestives,21/04/2023,"84,014","54,607.76 GBP","45,506.47 GBP",,
381903,Milk Chocolate Digestives,22/04/2023,"78,914","51,293.77 GBP","42,744.81 GBP",,
381903,Milk Chocolate Digestives,23/04/2023,"58,991","38,343.75 GBP","31,953.12 GBP",,
381903,Milk Chocolate Digestives,24/04/2023,"74,919","48,696.96 GBP","40,580.80 GBP",,
381903,Milk Chocolate Digestives,25/04/2023,"63,739","41,429.88 GBP","34,524.90 GBP",,
381903,Milk Chocolate Digestives,26/04/2023,"63,098","41,012.03 GBP","34,176.69 GBP",,
381903,Milk Chocolate Digestives,27/04/2023,"76,176","49,513.92 GBP","41,261.60 GBP",,
381903,Milk Chocolate Digestives,28/04/2023,"94,887","61,675.68 GBP","51,396.40 GBP",,
381903,Milk Chocolate Digestives,29/04/2023,"82,013","53,308.02 GBP","44,423.35 GBP",,
381903,Milk Chocolate Digestives,30/04/2023,"53,207","34,583.27 GBP","28,819.39 GBP",,
381903,Milk Chocolate Digestives,01/05/2023,"66,354","43,128.68 GBP","35,940.57 GBP",,
381903,Milk Chocolate Digestives,02/05/2023,"67,765","44,046.94 GBP","36,705.78 GBP",,
381903,Milk Chocolate Digestives,03/05/2023,"53,114","36,638.45 GBP","30,532.04 GBP",,
381903,Milk Chocolate Digestives,04/05/2023,"58,771","40,550.62 GBP","33,792.18 GBP",,
381903,Milk Chocolate Digestives,05/05/2023,"90,832","62,671.17 GBP","52,225.98 GBP",,
381903,Milk Chocolate Digestives,06/05/2023,"72,534","50,046.09 GBP","41,705.07 GBP",,
381903,Milk Chocolate Digestives,07/05/2023,"43,425","29,963.05 GBP","24,969.21 GBP",,
381903,Milk Chocolate Digestives,08/05/2023,"67,678","46,697.12 GBP","38,914.27 GBP",,
381903,Milk Chocolate Digestives,09/05/2023,"69,626","48,041.69 GBP","40,034.74 GBP",,
381903,Milk Chocolate Digestives,10/05/2023,"61,312","42,305.07 GBP","35,254.23 GBP",,
381903,Milk Chocolate Digestives,11/05/2023,"68,575","47,315.06 GBP","39,429.22 GBP",,
381903,Milk Chocolate Digestives,12/05/2023,"85,124","58,734.78 GBP","48,945.65 GBP",,
381903,Milk Chocolate Digestives,13/05/2023,"77,829","53,700.24 GBP","44,750.20 GBP",,
381903,Milk Chocolate Digestives,14/05/2023,"55,828","38,520.90 GBP","32,100.75 GBP",,
381903,Milk Chocolate Digestives,15/05/2023,"76,684","52,909.94 GBP","44,091.62 GBP",,
381903,Milk Chocolate Digestives,16/05/2023,"63,077","43,522.74 GBP","36,268.95 GBP",,
381903,Milk Chocolate Digestives,17/05/2023,"59,642","41,152.28 GBP","34,293.57 GBP",,
381903,Milk Chocolate Digestives,18/05/2023,"69,808","48,167.31 GBP","40,139.43 GBP",,
381903,Milk Chocolate Digestives,19/05/2023,"88,451","61,029.17 GBP","50,857.64 GBP",,
381903,Milk Chocolate Digestives,20/05/2023,"74,620","51,483.57 GBP","42,902.98 GBP",,
381903,Milk Chocolate Digestives,21/05/2023,"51,389","35,456.45 GBP","29,547.04 GBP",,
381903,Milk Chocolate Digestives,22/05/2023,"72,799","50,228.23 GBP","41,856.86 GBP",,
381903,Milk Chocolate Digestives,23/05/2023,"60,782","41,936.37 GBP","34,946.98 GBP",,
381903,Milk Chocolate Digestives,24/05/2023,"54,773","37,792.00 GBP","31,493.33 GBP",,
381903,Milk Chocolate Digestives,25/05/2023,"66,872","46,139.83 GBP","38,449.86 GBP",,
381903,Milk Chocolate Digestives,26/05/2023,"87,929","60,669.63 GBP","50,558.03 GBP",,
381903,Milk Chocolate Digestives,27/05/2023,"72,236","49,842.03 GBP","41,535.03 GBP",,
381903,Milk Chocolate Digestives,28/05/2023,"45,213","33,895.40 GBP","28,246.17 GBP",,
381903,Milk Chocolate Digestives,29/05/2023,"60,271","45,180.70 GBP","37,650.58 GBP",,
381903,Milk Chocolate Digestives,30/05/2023,"66,884","50,133.89 GBP","41,778.24 GBP",,
381903,Milk Chocolate Digestives,31/05/2023,"64,386","48,279.58 GBP","40,232.98 GBP",,
381903,Milk Chocolate Digestives,01/06/2023,"65,913","49,423.76 GBP","41,186.47 GBP",,
381903,Milk Chocolate Digestives,02/06/2023,"74,213","55,653.37 GBP","46,377.81 GBP",,
381903,Milk Chocolate Digestives,03/06/2023,"70,043","52,530.83 GBP","43,775.69 GBP",,
381903,Milk Chocolate Digestives,04/06/2023,"50,196","37,645.90 GBP","31,371.58 GBP",,
381903,Milk Chocolate Digestives,05/06/2023,"68,664","51,496.24 GBP","42,913.53 GBP",,
381903,Milk Chocolate Digestives,06/06/2023,"59,245","44,431.67 GBP","37,026.39 GBP",,
