Linked article,Linked article,Day,Sales quantity,Sales value gross,Sales value net,,
386683,Mini Cookies Double Choc,19/08/2023,"8,077","7,994.38 GBP","7,994.38 GBP",,
386683,Mini Cookies Double Choc,20/08/2023,"7,147","7,075.53 GBP","7,075.53 GBP",,
386683,Mini Cookies Double Choc,21/08/2023,"8,873","8,783.97 GBP","8,783.97 GBP",,
386683,Mini Cookies Double Choc,22/08/2023,"6,540","6,473.05 GBP","6,473.05 GBP",,
386683,Mini Cookies Double Choc,23/08/2023,"5,639","5,582.31 GBP","5,582.31 GBP",,
386683,Mini Cookies Double Choc,24/08/2023,"5,966","5,906.04 GBP","5,906.04 GBP",,
386683,Mini Cookies Double Choc,25/08/2023,"8,940","8,849.70 GBP","8,849.70 GBP",,
386683,Mini Cookies Double Choc,26/08/2023,"8,459","8,373.31 GBP","8,373.31 GBP",,
386683,Mini Cookies Double Choc,27/08/2023,"6,863","6,794.03 GBP","6,794.03 GBP",,
386683,Mini Cookies Double Choc,28/08/2023,"7,729","7,650.96 GBP","7,650.96 GBP",,
386683,Mini Cookies Double Choc,29/08/2023,"7,482","7,406.08 GBP","7,406.08 GBP",,
386683,Mini Cookies Double Choc,30/08/2023,"6,213","6,149.67 GBP","6,149.67 GBP",,
386683,Mini Cookies Double Choc,31/08/2023,"7,471","7,394.69 GBP","7,394.69 GBP",,
386683,Mini Cookies Double Choc,01/09/2023,"9,481","9,384.45 GBP","9,384.45 GBP",,
386683,Mini Cookies Double Choc,02/09/2023,"10,707","10,597.18 GBP","10,597.18 GBP",,
386683,Mini Cookies Double Choc,03/09/2023,"10,669","10,562.31 GBP","10,562.31 GBP",,
386683,Mini Cookies Double Choc,04/09/2023,"11,336","11,222.34 GBP","11,222.34 GBP",,
386683,Mini Cookies Double Choc,05/09/2023,"8,565","8,478.51 GBP","8,478.51 GBP",,
386683,Mini Cookies Double Choc,06/09/2023,"6,293","6,229.17 GBP","6,229.17 GBP",,
386683,Mini Cookies Double Choc,07/09/2023,"6,485","6,417.95 GBP","6,417.95 GBP",,
386683,Mini Cookies Double Choc,08/09/2023,"9,361","9,267.31 GBP","9,267.31 GBP",,
386683,Mini Cookies Double Choc,09/09/2023,"10,063","9,961.19 GBP","9,961.19 GBP",,
386683,Mini Cookies Double Choc,10/09/2023,"11,871","11,749.89 GBP","11,749.89 GBP",,
386683,Mini Cookies Double Choc,11/09/2023,"10,309","10,204.66 GBP","10,204.66 GBP",,
386683,Mini Cookies Double Choc,12/09/2023,"7,001","6,930.69 GBP","6,930.69 GBP",,
386683,Mini Cookies Double Choc,13/09/2023,"6,507","6,441.63 GBP","6,441.63 GBP",,
386683,Mini Cookies Double Choc,14/09/2023,"6,865","6,795.25 GBP","6,795.25 GBP",,
386683,Mini Cookies Double Choc,15/09/2023,"9,850","9,749.90 GBP","9,749.90 GBP",,
386683,Mini Cookies Double Choc,16/09/2023,"11,368","11,250.97 GBP","11,250.97 GBP",,
386683,Mini Cookies Double Choc,17/09/2023,"11,973","11,852.67 GBP","11,852.67 GBP",,
386683,Mini Cookies Double Choc,18/09/2023,"10,838","10,729.62 GBP","10,729.62 GBP",,
386683,Mini Cookies Double Choc,19/09/2023,"7,465","7,389.45 GBP","7,389.45 GBP",,
386683,Mini Cookies Double Choc,20/09/2023,"6,634","6,567.36 GBP","6,567.36 GBP",,
386683,Mini Cookies Double Choc,21/09/2023,"7,049","6,976.81 GBP","6,976.81 GBP",,
386683,Mini Cookies Double Choc,22/09/2023,"10,104","10,001.76 GBP","10,001.76 GBP",,
386683,Mini Cookies Double Choc,23/09/2023,"11,670","11,552.70 GBP","11,552.70 GBP",,
386683,Mini Cookies Double Choc,24/09/2023,"11,849","11,729.61 GBP","11,729.61 GBP",,
386683,Mini Cookies Double Choc,25/09/2023,"11,137","11,025.63 GBP","11,025.63 GBP",,
386683,Mini Cookies Double Choc,26/09/2023,"7,759","7,680.51 GBP","7,680.51 GBP",,
386683,Mini Cookies Double Choc,27/09/2023,"6,737","6,666.83 GBP","6,666.83 GBP",,
386683,Mini Cookies Double Choc,28/09/2023,"7,887","7,799.73 GBP","7,799.73 GBP",,
386683,Mini Cookies Double Choc,29/09/2023,"10,910","10,790.66 GBP","10,790.66 GBP",,
386683,Mini Cookies Double Choc,30/09/2023,"12,408","12,282.87 GBP","12,282.87 GBP",,
386683,Mini Cookies Double Choc,01/10/2023,"13,310","13,176.35 GBP","13,176.35 GBP",,
386683,Mini Cookies Double Choc,02/10/2023,"11,288","11,174.52 GBP","11,174.52 GBP",,
386683,Mini Cookies Double Choc,03/10/2023,"8,081","7,998.79 GBP","7,998.79 GBP",,
386683,Mini Cookies Double Choc,04/10/2023,"6,777","6,706.93 GBP","6,706.93 GBP",,
386683,Mini Cookies Double Choc,05/10/2023,"7,079","7,005.81 GBP","7,005.81 GBP",,
386683,Mini Cookies Double Choc,06/10/2023,"10,138","10,032.52 GBP","10,032.52 GBP",,
386683,Mini Cookies Double Choc,07/10/2023,"11,518","11,399.52 GBP","11,399.52 GBP",,
386683,Mini Cookies Double Choc,08/10/2023,"12,320","12,194.50 GBP","12,194.50 GBP",,
386683,Mini Cookies Double Choc,09/10/2023,"11,164","11,051.21 GBP","11,051.21 GBP",,
386683,Mini Cookies Double Choc,10/10/2023,"7,788","7,709.27 GBP","7,709.27 GBP",,
386683,Mini Cookies Double Choc,11/10/2023,"6,683","6,615.32 GBP","6,615.32 GBP",,
386683,Mini Cookies Double Choc,12/10/2023,"7,197","7,124.48 GBP","7,124.48 GBP",,
386683,Mini Cookies Double Choc,13/10/2023,"10,033","9,930.67 GBP","9,930.67 GBP",,
386683,Mini Cookies Double Choc,14/10/2023,"11,979","11,858.16 GBP","11,858.16 GBP",,
386683,Mini Cookies Double Choc,15/10/2023,"11,832","11,712.33 GBP","11,712.33 GBP",,
386683,Mini Cookies Double Choc,16/10/2023,"10,811","10,702.29 GBP","10,702.29 GBP",,
386683,Mini Cookies Double Choc,17/10/2023,"7,747","7,667.73 GBP","7,667.73 GBP",,
386683,Mini Cookies Double Choc,18/10/2023,"6,353","6,289.47 GBP","6,289.47 GBP",,
386683,Mini Cookies Double Choc,19/10/2023,"7,046","6,974.64 GBP","6,974.64 GBP",,
386683,Mini Cookies Double Choc,20/10/2023,"9,107","9,015.43 GBP","9,015.43 GBP",,
386683,Mini Cookies Double Choc,21/10/2023,"10,822","10,712.33 GBP","10,712.33 GBP",,
386683,Mini Cookies Double Choc,22/10/2023,"9,913","9,811.42 GBP","9,811.42 GBP",,
386683,Mini Cookies Double Choc,23/10/2023,"9,457","9,361.38 GBP","9,361.38 GBP",,
386683,Mini Cookies Double Choc,24/10/2023,"7,175","7,103.25 GBP","7,103.25 GBP",,
386683,Mini Cookies Double Choc,25/10/2023,"6,697","6,629.23 GBP","6,629.23 GBP",,
386683,Mini Cookies Double Choc,26/10/2023,"7,014","6,942.21 GBP","6,942.21 GBP",,
386683,Mini Cookies Double Choc,27/10/2023,"10,057","9,954.58 GBP","9,954.58 GBP",,
386683,Mini Cookies Double Choc,28/10/2023,"11,326","11,209.24 GBP","11,209.24 GBP",,
386683,Mini Cookies Double Choc,29/10/2023,"11,606","11,489.14 GBP","11,489.14 GBP",,
386683,Mini Cookies Double Choc,30/10/2023,"12,002","11,881.39 GBP","11,881.39 GBP",,
386683,Mini Cookies Double Choc,31/10/2023,"10,174","10,069.82 GBP","10,069.82 GBP",,
386683,Mini Cookies Double Choc,01/11/2023,"6,782","6,714.14 GBP","6,714.14 GBP",,
386683,Mini Cookies Double Choc,02/11/2023,"7,023","6,952.77 GBP","6,952.77 GBP",,
386683,Mini Cookies Double Choc,03/11/2023,"9,991","9,890.29 GBP","9,890.29 GBP",,
386683,Mini Cookies Double Choc,04/11/2023,"11,840","11,721.30 GBP","11,721.30 GBP",,
386683,Mini Cookies Double Choc,05/11/2023,"12,802","12,673.68 GBP","12,673.68 GBP",,
386683,Mini Cookies Double Choc,06/11/2023,"10,569","10,462.71 GBP","10,462.71 GBP",,
386683,Mini Cookies Double Choc,07/11/2023,"7,637","7,560.63 GBP","7,560.63 GBP",,
386683,Mini Cookies Double Choc,08/11/2023,"6,375","6,310.95 GBP","6,310.95 GBP",,
386683,Mini Cookies Double Choc,09/11/2023,"6,782","6,713.88 GBP","6,713.88 GBP",,
386683,Mini Cookies Double Choc,10/11/2023,"9,386","9,291.14 GBP","9,291.14 GBP",,
386683,Mini Cookies Double Choc,11/11/2023,"11,148","11,036.22 GBP","11,036.22 GBP",,
386683,Mini Cookies Double Choc,12/11/2023,"12,244","12,120.66 GBP","12,120.66 GBP",,
386683,Mini Cookies Double Choc,13/11/2023,"10,761","10,651.79 GBP","10,651.79 GBP",,
386683,Mini Cookies Double Choc,14/11/2023,"7,591","7,513.89 GBP","7,513.89 GBP",,
386683,Mini Cookies Double Choc,15/11/2023,"8,894","7,919.29 GBP","7,919.29 GBP",,
386683,Mini Cookies Double Choc,16/11/2023,"8,934","7,957.46 GBP","7,957.46 GBP",,
386683,Mini Cookies Double Choc,17/11/2023,"11,716","10,427.57 GBP","10,427.57 GBP",,
386683,Mini Cookies Double Choc,18/11/2023,"13,727","12,217.03 GBP","12,217.03 GBP",,
386683,Mini Cookies Double Choc,19/11/2023,"14,116","12,563.24 GBP","12,563.24 GBP",,
386683,Mini Cookies Double Choc,20/11/2023,"13,710","12,201.36 GBP","12,201.36 GBP",,
386683,Mini Cookies Double Choc,21/11/2023,"9,947","8,852.56 GBP","8,852.56 GBP",,
386683,Mini Cookies Double Choc,22/11/2023,"8,639","7,687.99 GBP","7,687.99 GBP",,
386683,Mini Cookies Double Choc,23/11/2023,"9,120","8,115.54 GBP","8,115.54 GBP",,
386683,Mini Cookies Double Choc,24/11/2023,"12,426","11,058.69 GBP","11,058.69 GBP",,
386683,Mini Cookies Double Choc,25/11/2023,"13,520","12,032.26 GBP","12,032.26 GBP",,
386683,Mini Cookies Double Choc,26/11/2023,"14,739","13,117.71 GBP","13,117.71 GBP",,
386683,Mini Cookies Double Choc,27/11/2023,"14,190","12,628.02 GBP","12,628.02 GBP",,
386683,Mini Cookies Double Choc,28/11/2023,"10,726","9,545.87 GBP","9,545.87 GBP",,
386683,Mini Cookies Double Choc,29/11/2023,"8,943","7,957.75 GBP","7,957.75 GBP",,
386683,Mini Cookies Double Choc,30/11/2023,"10,180","9,060.20 GBP","9,060.20 GBP",,
386683,Mini Cookies Double Choc,01/12/2023,"12,054","10,727.79 GBP","10,727.79 GBP",,
386683,Mini Cookies Double Choc,02/12/2023,"13,611","12,112.71 GBP","12,112.71 GBP",,
386683,Mini Cookies Double Choc,03/12/2023,"14,064","12,516.96 GBP","12,516.96 GBP",,
386683,Mini Cookies Double Choc,04/12/2023,"13,756","12,242.30 GBP","12,242.30 GBP",,
386683,Mini Cookies Double Choc,05/12/2023,"10,002","8,901.06 GBP","8,901.06 GBP",,
386683,Mini Cookies Double Choc,06/12/2023,"8,293","7,380.68 GBP","7,380.68 GBP",,
386683,Mini Cookies Double Choc,07/12/2023,"8,553","7,611.18 GBP","7,611.18 GBP",,
386683,Mini Cookies Double Choc,08/12/2023,"11,189","9,957.94 GBP","9,957.94 GBP",,
386683,Mini Cookies Double Choc,09/12/2023,"12,448","11,077.91 GBP","11,077.91 GBP",,
386683,Mini Cookies Double Choc,10/12/2023,"13,291","11,828.32 GBP","11,828.32 GBP",,
386683,Mini Cookies Double Choc,11/12/2023,"12,744","11,341.89 GBP","11,341.89 GBP",,
386683,Mini Cookies Double Choc,12/12/2023,"8,959","7,972.70 GBP","7,972.70 GBP",,
386683,Mini Cookies Double Choc,13/12/2023,"7,660","6,816.86 GBP","6,816.86 GBP",,
386683,Mini Cookies Double Choc,14/12/2023,"7,847","6,982.62 GBP","6,982.62 GBP",,
386683,Mini Cookies Double Choc,15/12/2023,"9,665","8,601.58 GBP","8,601.58 GBP",,
386683,Mini Cookies Double Choc,16/12/2023,"10,664","9,490.96 GBP","9,490.96 GBP",,
386683,Mini Cookies Double Choc,17/12/2023,"10,646","9,474.40 GBP","9,474.40 GBP",,
386683,Mini Cookies Double Choc,18/12/2023,"10,662","9,488.91 GBP","9,488.91 GBP",,
386683,Mini Cookies Double Choc,19/12/2023,"7,721","6,871.42 GBP","6,871.42 GBP",,
386683,Mini Cookies Double Choc,20/12/2023,"7,217","6,422.59 GBP","6,422.59 GBP",,
386683,Mini Cookies Double Choc,21/12/2023,"7,969","7,091.06 GBP","7,091.06 GBP",,
386683,Mini Cookies Double Choc,22/12/2023,"10,468","9,315.80 GBP","9,315.80 GBP",,
386683,Mini Cookies Double Choc,23/12/2023,"7,876","7,009.10 GBP","7,009.10 GBP",,
386683,Mini Cookies Double Choc,24/12/2023,"2,750","2,445.52 GBP","2,445.52 GBP",,
386683,Mini Cookies Double Choc,27/12/2023,"3,035","2,700.88 GBP","2,700.88 GBP",,
386683,Mini Cookies Double Choc,28/12/2023,"3,690","3,283.83 GBP","3,283.83 GBP",,
386683,Mini Cookies Double Choc,29/12/2023,"5,835","5,193.15 GBP","5,193.15 GBP",,
386683,Mini Cookies Double Choc,30/12/2023,"6,239","5,552.17 GBP","5,552.17 GBP",,
386683,Mini Cookies Double Choc,31/12/2023,"5,034","4,479.59 GBP","4,479.59 GBP",,
386683,Mini Cookies Double Choc,02/01/2024,"9,059","8,061.70 GBP","8,061.70 GBP",,
386683,Mini Cookies Double Choc,03/01/2024,"7,688","6,841.60 GBP","6,841.60 GBP",,
386683,Mini Cookies Double Choc,04/01/2024,"6,932","6,168.94 GBP","6,168.94 GBP",,
386683,Mini Cookies Double Choc,05/01/2024,"9,838","8,755.10 GBP","8,755.10 GBP",,
386683,Mini Cookies Double Choc,06/01/2024,"11,739","10,446.72 GBP","10,446.72 GBP",,
386683,Mini Cookies Double Choc,07/01/2024,"11,862","10,556.19 GBP","10,556.19 GBP",,
386683,Mini Cookies Double Choc,08/01/2024,"9,763","8,688.53 GBP","8,688.53 GBP",,
386683,Mini Cookies Double Choc,09/01/2024,"7,441","6,622.49 GBP","6,622.49 GBP",,
386683,Mini Cookies Double Choc,10/01/2024,"6,574","5,850.41 GBP","5,850.41 GBP",,
386683,Mini Cookies Double Choc,11/01/2024,"7,588","6,753.32 GBP","6,753.32 GBP",,
386683,Mini Cookies Double Choc,12/01/2024,"10,645","9,473.51 GBP","9,473.51 GBP",,
386683,Mini Cookies Double Choc,13/01/2024,"12,924","11,501.91 GBP","11,501.91 GBP",,
386683,Mini Cookies Double Choc,14/01/2024,"12,830","11,418.25 GBP","11,418.25 GBP",,
386683,Mini Cookies Double Choc,15/01/2024,"11,930","10,616.71 GBP","10,616.71 GBP",,
386683,Mini Cookies Double Choc,16/01/2024,"8,475","7,542.30 GBP","7,542.30 GBP",,
386683,Mini Cookies Double Choc,17/01/2024,"7,579","6,745.31 GBP","6,745.31 GBP",,
386683,Mini Cookies Double Choc,18/01/2024,"8,234","7,328.26 GBP","7,328.26 GBP",,
386683,Mini Cookies Double Choc,19/01/2024,"11,786","10,488.82 GBP","10,488.82 GBP",,
386683,Mini Cookies Double Choc,20/01/2024,"14,227","12,661.76 GBP","12,661.76 GBP",,
386683,Mini Cookies Double Choc,21/01/2024,"13,528","12,038.71 GBP","12,038.71 GBP",,
386683,Mini Cookies Double Choc,22/01/2024,"11,873","10,566.70 GBP","10,566.70 GBP",,
386683,Mini Cookies Double Choc,23/01/2024,"8,891","7,912.54 GBP","7,912.54 GBP",,
386683,Mini Cookies Double Choc,24/01/2024,"8,125","7,230.22 GBP","7,230.22 GBP",,
386683,Mini Cookies Double Choc,25/01/2024,"9,014","8,021.65 GBP","8,021.65 GBP",,
386683,Mini Cookies Double Choc,26/01/2024,"13,751","12,237.72 GBP","12,237.72 GBP",,
386683,Mini Cookies Double Choc,27/01/2024,"14,991","13,340.01 GBP","13,340.01 GBP",,
386683,Mini Cookies Double Choc,28/01/2024,"14,476","12,883.37 GBP","12,883.37 GBP",,
386683,Mini Cookies Double Choc,29/01/2024,"13,539","12,048.99 GBP","12,048.99 GBP",,
386683,Mini Cookies Double Choc,30/01/2024,"10,185","9,062.40 GBP","9,062.40 GBP",,
386683,Mini Cookies Double Choc,31/01/2024,"9,760","8,686.23 GBP","8,686.23 GBP",,
386683,Mini Cookies Double Choc,01/02/2024,"10,076","8,967.64 GBP","8,967.64 GBP",,
386683,Mini Cookies Double Choc,02/02/2024,"13,321","11,853.17 GBP","11,853.17 GBP",,
386683,Mini Cookies Double Choc,03/02/2024,"15,271","13,589.30 GBP","13,589.30 GBP",,
386683,Mini Cookies Double Choc,04/02/2024,"15,115","13,450.82 GBP","13,450.82 GBP",,
386683,Mini Cookies Double Choc,05/02/2024,"13,810","12,288.52 GBP","12,288.52 GBP",,
386683,Mini Cookies Double Choc,06/02/2024,"10,186","9,062.99 GBP","9,062.99 GBP",,
386683,Mini Cookies Double Choc,07/02/2024,"9,193","8,180.86 GBP","8,180.86 GBP",,
386683,Mini Cookies Double Choc,08/02/2024,"9,022","8,028.86 GBP","8,028.86 GBP",,
386683,Mini Cookies Double Choc,09/02/2024,"12,255","10,906.14 GBP","10,906.14 GBP",,
386683,Mini Cookies Double Choc,10/02/2024,"13,114","11,671.46 GBP","11,671.46 GBP",,
386683,Mini Cookies Double Choc,11/02/2024,"11,812","10,512.41 GBP","10,512.41 GBP",,
386683,Mini Cookies Double Choc,12/02/2024,"11,204","9,969.85 GBP","9,969.85 GBP",,
386683,Mini Cookies Double Choc,13/02/2024,"7,939","7,065.26 GBP","7,065.26 GBP",,
386683,Mini Cookies Double Choc,14/02/2024,"6,458","5,747.08 GBP","5,747.08 GBP",,
386683,Mini Cookies Double Choc,15/02/2024,"8,151","7,253.94 GBP","7,253.94 GBP",,
386683,Mini Cookies Double Choc,16/02/2024,"11,656","10,373.57 GBP","10,373.57 GBP",,
386683,Mini Cookies Double Choc,17/02/2024,"13,709","12,200.74 GBP","12,200.74 GBP",,
386683,Mini Cookies Double Choc,18/02/2024,"13,895","12,366.28 GBP","12,366.28 GBP",,
386683,Mini Cookies Double Choc,19/02/2024,"12,752","11,348.29 GBP","11,348.29 GBP",,
386683,Mini Cookies Double Choc,20/02/2024,"9,396","8,361.45 GBP","8,361.45 GBP",,
386683,Mini Cookies Double Choc,21/02/2024,"8,263","7,353.80 GBP","7,353.80 GBP",,
386683,Mini Cookies Double Choc,22/02/2024,"8,726","7,764.12 GBP","7,764.12 GBP",,
386683,Mini Cookies Double Choc,23/02/2024,"13,057","11,620.46 GBP","11,620.46 GBP",,
386683,Mini Cookies Double Choc,24/02/2024,"15,150","13,482.42 GBP","13,482.42 GBP",,
386683,Mini Cookies Double Choc,25/02/2024,"15,235","13,557.49 GBP","13,557.49 GBP",,
386683,Mini Cookies Double Choc,26/02/2024,"13,864","12,338.42 GBP","12,338.42 GBP",,
386683,Mini Cookies Double Choc,27/02/2024,"10,493","9,337.96 GBP","9,337.96 GBP",,
386683,Mini Cookies Double Choc,28/02/2024,"9,519","8,471.91 GBP","8,471.91 GBP",,
386683,Mini Cookies Double Choc,29/02/2024,"10,985","9,774.67 GBP","9,774.67 GBP",,
386683,Mini Cookies Double Choc,01/03/2024,"13,219","11,764.19 GBP","11,764.19 GBP",,
386683,Mini Cookies Double Choc,02/03/2024,"15,562","13,849.46 GBP","13,849.46 GBP",,
386683,Mini Cookies Double Choc,03/03/2024,"14,965","13,318.31 GBP","13,318.31 GBP",,
386683,Mini Cookies Double Choc,04/03/2024,"13,582","12,087.44 GBP","12,087.44 GBP",,
386683,Mini Cookies Double Choc,05/03/2024,"9,778","8,702.01 GBP","8,702.01 GBP",,
386683,Mini Cookies Double Choc,06/03/2024,"8,373","7,451.90 GBP","7,451.90 GBP",,
386683,Mini Cookies Double Choc,07/03/2024,"8,766","7,801.57 GBP","7,801.57 GBP",,
386683,Mini Cookies Double Choc,08/03/2024,"12,629","11,239.30 GBP","11,239.30 GBP",,
386683,Mini Cookies Double Choc,09/03/2024,"14,334","12,757.09 GBP","12,757.09 GBP",,
386683,Mini Cookies Double Choc,10/03/2024,"10,507","9,350.42 GBP","9,350.42 GBP",,
386683,Mini Cookies Double Choc,11/03/2024,"13,872","12,344.92 GBP","12,344.92 GBP",,
386683,Mini Cookies Double Choc,12/03/2024,"9,600","8,543.46 GBP","8,543.46 GBP",,
386683,Mini Cookies Double Choc,13/03/2024,"8,177","7,276.09 GBP","7,276.09 GBP",,
386683,Mini Cookies Double Choc,14/03/2024,"8,797","7,829.16 GBP","7,829.16 GBP",,
386683,Mini Cookies Double Choc,15/03/2024,"12,325","10,968.53 GBP","10,968.53 GBP",,
386683,Mini Cookies Double Choc,16/03/2024,"13,765","12,250.58 GBP","12,250.58 GBP",,
386683,Mini Cookies Double Choc,17/03/2024,"13,257","11,798.73 GBP","11,798.73 GBP",,
386683,Mini Cookies Double Choc,18/03/2024,"12,954","11,527.53 GBP","11,527.53 GBP",,
386683,Mini Cookies Double Choc,19/03/2024,"9,225","8,209.98 GBP","8,209.98 GBP",,
386683,Mini Cookies Double Choc,20/03/2024,"8,111","7,218.79 GBP","7,218.79 GBP",,
386683,Mini Cookies Double Choc,21/03/2024,"8,585","7,639.66 GBP","7,639.66 GBP",,
386683,Mini Cookies Double Choc,22/03/2024,"11,084","9,864.76 GBP","9,864.76 GBP",,
386683,Mini Cookies Double Choc,23/03/2024,"11,884","10,575.95 GBP","10,575.95 GBP",,
386683,Mini Cookies Double Choc,24/03/2024,"10,910","9,709.36 GBP","9,709.36 GBP",,
386683,Mini Cookies Double Choc,25/03/2024,"11,622","10,343.31 GBP","10,343.31 GBP",,
386683,Mini Cookies Double Choc,26/03/2024,"7,815","6,954.81 GBP","6,954.81 GBP",,
386683,Mini Cookies Double Choc,27/03/2024,"7,003","6,232.67 GBP","6,232.67 GBP",,
386683,Mini Cookies Double Choc,28/03/2024,"9,653","8,590.36 GBP","8,590.36 GBP",,
386683,Mini Cookies Double Choc,29/03/2024,"9,345","8,315.34 GBP","8,315.34 GBP",,
386683,Mini Cookies Double Choc,30/03/2024,"8,343","7,425.27 GBP","7,425.27 GBP",,
386683,Mini Cookies Double Choc,31/03/2024,411,365.79 GBP,365.79 GBP,,
386683,Mini Cookies Double Choc,01/04/2024,"6,607","5,879.02 GBP","5,879.02 GBP",,
386683,Mini Cookies Double Choc,02/04/2024,"5,941","5,287.22 GBP","5,287.22 GBP",,
386683,Mini Cookies Double Choc,03/04/2024,"4,728","4,207.65 GBP","4,207.65 GBP",,
386683,Mini Cookies Double Choc,04/04/2024,"4,593","4,087.77 GBP","4,087.77 GBP",,
386683,Mini Cookies Double Choc,05/04/2024,"6,076","5,407.37 GBP","5,407.37 GBP",,
386683,Mini Cookies Double Choc,06/04/2024,"6,244","5,556.89 GBP","5,556.89 GBP",,
386683,Mini Cookies Double Choc,07/04/2024,"5,276","4,695.64 GBP","4,695.64 GBP",,
386683,Mini Cookies Double Choc,08/04/2024,"4,834","4,301.54 GBP","4,301.54 GBP",,
386683,Mini Cookies Double Choc,09/04/2024,"3,496","3,110.50 GBP","3,110.50 GBP",,
386683,Mini Cookies Double Choc,10/04/2024,"2,724","2,423.64 GBP","2,423.64 GBP",,
386683,Mini Cookies Double Choc,11/04/2024,"2,910","2,588.78 GBP","2,588.78 GBP",,
386683,Mini Cookies Double Choc,12/04/2024,"3,709","3,296.14 GBP","3,296.14 GBP",,
386683,Mini Cookies Double Choc,13/04/2024,"3,898","3,469.22 GBP","3,469.22 GBP",,
386683,Mini Cookies Double Choc,14/04/2024,"3,429","3,050.55 GBP","3,050.55 GBP",,
386683,Mini Cookies Double Choc,15/04/2024,"2,377","2,110.95 GBP","2,110.95 GBP",,
386683,Mini Cookies Double Choc,16/04/2024,"1,066",948.74 GBP,948.74 GBP,,
386683,Mini Cookies Double Choc,17/04/2024,608,539.95 GBP,539.95 GBP,,
386683,Mini Cookies Double Choc,18/04/2024,435,387.15 GBP,387.15 GBP,,
386683,Mini Cookies Double Choc,19/04/2024,439,385.43 GBP,385.43 GBP,,
386683,Mini Cookies Double Choc,20/04/2024,278,243.63 GBP,243.63 GBP,,
386683,Mini Cookies Double Choc,21/04/2024,223,198.03 GBP,198.03 GBP,,
386683,Mini Cookies Double Choc,22/04/2024,152,134.83 GBP,134.83 GBP,,
386683,Mini Cookies Double Choc,23/04/2024,94,83.66 GBP,83.66 GBP,,
386683,Mini Cookies Double Choc,24/04/2024,65,57.85 GBP,57.85 GBP,,
386683,Mini Cookies Double Choc,25/04/2024,77,68.53 GBP,68.53 GBP,,
386683,Mini Cookies Double Choc,26/04/2024,108,96.12 GBP,96.12 GBP,,
386683,Mini Cookies Double Choc,27/04/2024,"1,099",977.84 GBP,977.84 GBP,,
386683,Mini Cookies Double Choc,28/04/2024,633,563.37 GBP,563.37 GBP,,
386683,Mini Cookies Double Choc,29/04/2024,905,805.45 GBP,805.45 GBP,,
386683,Mini Cookies Double Choc,30/04/2024,331,294.59 GBP,294.59 GBP,,
386683,Mini Cookies Double Choc,01/05/2024,149,132.61 GBP,132.61 GBP,,
386683,Mini Cookies Double Choc,02/05/2024,107,95.23 GBP,95.23 GBP,,
386683,Mini Cookies Double Choc,03/05/2024,976,867.97 GBP,867.97 GBP,,
386683,Mini Cookies Double Choc,04/05/2024,543,482.73 GBP,482.73 GBP,,
386683,Mini Cookies Double Choc,05/05/2024,482,428.98 GBP,428.98 GBP,,
386683,Mini Cookies Double Choc,06/05/2024,426,379.14 GBP,379.14 GBP,,
386683,Mini Cookies Double Choc,07/05/2024,215,191.35 GBP,191.35 GBP,,
